Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Graduated,Profession
335,04/02/2023,CUST335,Female,47,Beauty,4,30,120,Yes,
336,12/12/2023,CUST336,Female,52,Beauty,3,50,150,Yes,Healthcare
337,01/05/2023,CUST337,Male,38,Clothing,1,500,500,Yes,Artist
338,26/07/2023,CUST338,Male,,Beauty,2,50,100,Yes,Artist
339,03/03/2023,CUST339,Female,22,Electronics,2,25,50,Yes,Entertainment
340,19/10/2023,CUST340,Female,36,Clothing,4,300,1200,Yes,Engineer
341,07/05/2023,CUST341,Male,31,Clothing,4,50,200,Yes,Artist
342,24/10/2023,CUST342,Female,43,Clothing,4,500,2000,Yes,Artist
343,01/11/2023,CUST343,Male,21,Electronics,2,25,50,Yes,Artist
344,21/01/2023,CUST344,Female,42,Beauty,1,30,30,Yes,Engineer
345,14/11/2023,CUST345,Male,62,Electronics,1,30,30,Yes,
346,11/02/2023,CUST346,Male,59,Clothing,2,500,1000,Yes,Artist
347,03/08/2023,CUST347,Male,42,Electronics,1,25,25,Yes,Healthcare
348,03/12/2023,CUST348,Female,35,Electronics,2,300,600,No,Artist
349,26/10/2023,CUST349,Female,57,Beauty,1,50,50,Yes,Artist
350,17/10/2023,CUST350,Male,25,Beauty,3,25,75,Yes,Marketing
351,25/09/2023,CUST351,,56,Clothing,3,30,90,Yes,Entertainment
352,11/06/2023,CUST352,Male,57,Electronics,2,500,1000,Yes,Healthcare
353,14/05/2023,CUST353,Male,31,Electronics,1,500,500,Yes,Artist
354,15/04/2023,CUST354,Female,49,Beauty,4,50,200,Yes,Artist
355,09/12/2023,CUST355,Female,55,Electronics,1,500,500,Yes,Doctor
356,10/06/2023,CUST356,Male,50,Electronics,3,500,1500,Yes,Engineer
357,03/05/2023,CUST357,Female,40,Electronics,3,25,75,Yes,Entertainment
358,16/05/2023,CUST358,Female,32,Beauty,1,300,300,No,
359,22/07/2023,CUST359,Male,50,Clothing,1,50,50,Yes,Entertainment
360,09/03/2023,CUST360,Male,42,Clothing,4,25,100,No,Healthcare
361,10/12/2023,CUST361,Female,34,Electronics,4,300,1200,No,Healthcare
362,27/11/2023,CUST362,Male,50,Clothing,1,25,25,No,Entertainment
363,03/06/2023,CUST363,,64,Beauty,1,25,25,Yes,Executive
364,23/08/2023,CUST364,Female,19,Beauty,1,500,500,Yes,Artist
365,11/06/2023,CUST365,Male,31,Clothing,1,300,300,Yes,Artist
366,07/02/2023,CUST366,Male,57,Clothing,2,50,100,No,Artist
367,05/01/2023,CUST367,Female,57,Electronics,1,50,50,Yes,Artist
368,23/08/2023,CUST368,Female,56,Clothing,4,300,1200,No,Entertainment
369,15/11/2023,CUST369,Male,23,Electronics,3,500,1500,No,Entertainment
370,16/10/2023,CUST370,Male,23,Electronics,2,30,60,No,Healthcare
371,21/02/2023,CUST371,Female,20,Beauty,1,25,25,Yes,Doctor
372,07/02/2023,CUST372,Female,24,Beauty,3,500,1500,No,Entertainment
373,03/10/2023,CUST373,Female,25,Beauty,2,300,600,Yes,Entertainment
374,20/04/2023,CUST374,Female,59,Beauty,3,25,75,Yes,
375,17/09/2023,CUST375,Male,32,Clothing,1,50,50,Yes,Healthcare
376,16/05/2023,CUST376,Female,64,Beauty,1,30,30,Yes,Entertainment
377,09/03/2023,CUST377,Female,46,Clothing,4,50,200,,Artist
378,28/06/2023,CUST378,,50,Beauty,1,300,300,Yes,Entertainment
379,05/02/2023,CUST379,Female,47,Clothing,1,25,25,Yes,Engineer
380,06/05/2023,CUST380,Male,56,Electronics,2,300,600,Yes,Lawyer
381,09/07/2023,CUST381,Female,44,Clothing,4,25,100,No,Entertainment
382,26/05/2023,CUST382,Female,53,Clothing,2,500,1000,No,Healthcare
383,22/03/2023,CUST383,Female,46,Beauty,3,30,90,Yes,Healthcare
384,13/08/2023,CUST384,Male,55,Clothing,1,500,500,Yes,Entertainment
385,06/10/2023,CUST385,Male,50,Electronics,3,500,1500,No,Doctor
386,27/12/2023,CUST386,Female,54,Electronics,2,300,600,Yes,Healthcare
387,04/06/2023,CUST387,Male,44,Beauty,1,30,30,Yes,Artist
388,10/11/2023,CUST388,Male,50,Electronics,1,25,25,Yes,Artist
389,01/12/2023,CUST389,Male,21,Clothing,2,25,50,Yes,Executive
390,28/09/2023,CUST390,Male,39,Electronics,2,50,100,Yes,Doctor
391,05/01/2023,CUST391,Male,19,Beauty,2,25,50,Yes,Lawyer
392,08/12/2023,CUST392,Male,27,Clothing,2,300,600,Yes,Artist
393,11/10/2023,CUST393,,22,Beauty,2,500,1000,Yes,Artist
394,03/06/2023,CUST394,Female,27,Clothing,1,500,500,Yes,Doctor
395,06/12/2023,CUST395,Male,50,Electronics,2,500,1000,Yes,Doctor
396,23/02/2023,CUST396,Female,55,Beauty,1,30,30,Yes,Entertainment
397,10/03/2023,CUST397,Female,30,Beauty,1,25,25,Yes,Artist
398,16/05/2023,CUST398,Female,48,Clothing,2,300,600,Yes,Artist
399,01/03/2023,CUST399,Female,64,Beauty,2,30,60,Yes,Lawyer
400,24/02/2023,CUST400,Male,53,Clothing,4,50,200,Yes,Artist
401,11/10/2023,CUST401,Female,62,Clothing,1,300,300,Yes,Entertainment
402,21/03/2023,CUST402,Female,41,Clothing,2,300,600,Yes,Healthcare
403,20/05/2023,CUST403,Male,32,Clothing,2,300,600,No,Healthcare
404,25/05/2023,CUST404,Male,46,Electronics,2,500,1000,No,Doctor
405,06/11/2023,CUST405,,25,Clothing,4,300,1200,No,Doctor
406,18/04/2023,CUST406,Female,22,Beauty,4,25,100,No,Engineer
407,25/06/2023,CUST407,Female,46,Electronics,3,300,900,Yes,Engineer
408,15/04/2023,CUST408,Female,64,Beauty,1,500,500,Yes,Entertainment
409,18/12/2023,CUST409,Female,21,Electronics,3,300,900,Yes,Artist
410,21/11/2023,CUST410,Female,29,Clothing,2,50,100,No,Entertainment
411,16/05/2023,CUST411,Male,62,Electronics,4,50,200,Yes,Artist
412,16/09/2023,CUST412,Female,19,Electronics,4,500,2000,Yes,Artist
413,08/09/2023,CUST413,Female,44,Beauty,3,25,75,No,Entertainment
414,09/05/2023,CUST414,Male,48,Beauty,4,25,100,Yes,Artist
415,27/01/2023,CUST415,Male,53,Clothing,2,30,60,Yes,Artist
416,17/02/2023,CUST416,Male,53,Electronics,4,500,2000,Yes,Artist
417,21/11/2023,CUST417,Male,43,Electronics,3,300,900,Yes,Artist
418,05/08/2023,CUST418,Female,60,Electronics,2,500,1000,Yes,Artist
419,22/05/2023,CUST419,Female,44,Clothing,3,30,90,No,Healthcare
420,23/01/2023,CUST420,,22,Clothing,4,500,2000,No,Marketing
421,02/01/2023,CUST421,Female,37,Clothing,3,500,1500,Yes,Artist
422,20/06/2023,CUST422,Female,28,Clothing,3,30,90,Yes,Healthcare
423,08/03/2023,CUST423,Female,27,Clothing,1,25,25,Yes,Doctor
424,23/11/2023,CUST424,Male,57,Beauty,4,300,1200,Yes,Artist
425,15/05/2023,CUST425,Female,55,Electronics,4,30,120,Yes,Executive
426,24/03/2023,CUST426,Male,23,Electronics,3,50,150,Yes,Artist
427,15/08/2023,CUST427,Male,25,Electronics,1,25,25,Yes,Doctor
428,10/10/2023,CUST428,Female,40,Electronics,4,50,200,Yes,Artist
429,28/12/2023,CUST429,Male,64,Electronics,2,25,50,Yes,Entertainment
430,07/08/2023,CUST430,Female,43,Electronics,3,300,900,Yes,Artist
431,15/10/2023,CUST431,Male,63,Electronics,4,300,1200,Yes,Marketing
432,05/01/2023,CUST432,Female,60,Electronics,2,500,1000,No,Entertainment
433,27/02/2023,CUST433,Male,29,Beauty,4,50,200,Yes,Artist
434,08/02/2023,CUST434,Female,43,Electronics,2,25,50,Yes,Healthcare
435,20/12/2023,CUST435,Female,30,Beauty,3,300,900,Yes,Artist
436,18/03/2023,CUST436,Female,57,Clothing,4,30,120,No,Entertainment
437,07/10/2023,CUST437,Female,35,Electronics,4,300,1200,Yes,Healthcare
438,19/01/2023,CUST438,,42,Clothing,1,30,30,Yes,Entertainment
439,09/07/2023,CUST439,Male,50,Clothing,3,25,75,Yes,Marketing
440,26/10/2023,CUST440,Male,64,Clothing,2,300,600,Yes,Artist
441,10/10/2023,CUST441,Male,57,Beauty,4,300,1200,Yes,Artist
442,17/03/2023,CUST442,Female,60,Clothing,4,25,100,Yes,Entertainment
443,09/08/2023,CUST443,Male,29,Clothing,2,300,600,Yes,Healthcare
444,07/03/2023,CUST444,Female,61,Clothing,3,30,90,Yes,Artist
445,22/01/2023,CUST445,Female,53,Electronics,1,300,300,Yes,Artist
446,07/06/2023,CUST446,Male,21,Electronics,1,50,50,Yes,Entertainment
447,06/07/2023,CUST447,Male,22,Beauty,4,500,2000,Yes,Entertainment
448,21/01/2023,CUST448,Female,54,Beauty,2,30,60,Yes,Engineer
449,03/07/2023,CUST449,Male,25,Electronics,4,50,200,Yes,Artist
450,18/04/2023,CUST450,Female,59,Beauty,2,25,50,Yes,Artist
451,16/12/2023,CUST451,Female,45,Electronics,1,30,30,No,Artist
452,08/05/2023,CUST452,Female,48,Clothing,3,500,1500,Yes,Doctor
453,08/12/2023,CUST453,,26,Clothing,2,500,1000,No,Lawyer
454,22/02/2023,CUST454,Female,46,Beauty,1,25,25,No,Marketing
455,01/07/2023,CUST455,Male,31,Electronics,4,25,100,Yes,Executive
456,14/10/2023,CUST456,Male,57,Electronics,2,30,60,Yes,Doctor
457,28/07/2023,CUST457,Female,58,Beauty,3,300,900,Yes,Artist
458,14/11/2023,CUST458,Female,39,Electronics,4,25,100,Yes,Entertainment
459,21/03/2023,CUST459,Male,28,Clothing,4,300,1200,No,Engineer
460,02/05/2023,CUST460,Male,40,Beauty,1,50,50,No,Entertainment
461,25/03/2023,CUST461,Female,18,Beauty,2,500,1000,Yes,Artist
462,01/04/2023,CUST462,Male,63,Electronics,4,300,1200,No,Healthcare
463,31/07/2023,CUST463,Female,54,Beauty,3,500,1500,No,Doctor
464,13/01/2023,CUST464,Male,38,Electronics,2,300,600,No,Entertainment
465,02/04/2023,CUST465,Female,43,Electronics,3,50,150,No,Healthcare
466,20/06/2023,CUST466,Male,63,Electronics,4,25,100,No,Marketing
467,30/07/2023,CUST467,Female,53,Electronics,3,50,150,No,Healthcare
468,09/12/2023,CUST468,,40,Electronics,1,25,25,No,Marketing
469,08/05/2023,CUST469,Male,18,Beauty,3,25,75,No,Healthcare
470,17/05/2023,CUST470,Female,57,Clothing,2,500,1000,No,Executive
471,23/03/2023,CUST471,Male,32,Clothing,3,50,150,Yes,Engineer
472,26/12/2023,CUST472,Female,38,Beauty,3,300,900,No,Doctor
473,25/02/2023,CUST473,Male,64,Beauty,1,50,50,Yes,Healthcare
474,15/07/2023,CUST474,Female,26,Clothing,3,500,1500,Yes,Engineer
475,20/01/2023,CUST475,Male,26,Clothing,3,25,75,No,Homemaker
476,29/08/2023,CUST476,Female,27,Clothing,4,500,2000,Yes,Homemaker
477,24/04/2023,CUST477,Male,43,Clothing,4,30,120,No,Lawyer
478,13/04/2023,CUST478,Female,58,Clothing,2,30,60,No,Lawyer
479,24/08/2023,CUST479,Male,52,Electronics,4,300,1200,Yes,Lawyer
480,29/06/2023,CUST480,Female,42,Beauty,4,500,2000,Yes,Homemaker
481,06/06/2023,CUST481,Female,43,Electronics,4,300,1200,Yes,Artist
482,27/04/2023,CUST482,Female,28,Clothing,4,300,1200,Yes,Artist
483,25/04/2023,CUST483,,55,Clothing,1,30,30,Yes,Engineer
484,13/01/2023,CUST484,Female,19,Clothing,4,300,1200,Yes,Homemaker
485,04/12/2023,CUST485,Male,24,Electronics,1,30,30,Yes,
486,09/04/2023,CUST486,Female,35,Electronics,1,25,25,Yes,Engineer
487,24/07/2023,CUST487,Male,44,Clothing,4,500,2000,No,Engineer
488,18/06/2023,CUST488,Female,51,Electronics,3,300,900,No,Healthcare
489,23/05/2023,CUST489,Male,44,Electronics,1,30,30,Yes,Homemaker
490,05/02/2023,CUST490,Male,34,Clothing,3,50,150,No,Doctor
491,23/05/2023,CUST491,Female,60,Electronics,3,300,900,Yes,Engineer
492,29/06/2023,CUST492,Male,61,Beauty,4,25,100,Yes,Artist
493,25/11/2023,CUST493,Male,41,Beauty,2,25,50,No,Entertainment
494,18/09/2023,CUST494,Female,42,Beauty,4,50,200,No,Marketing
495,24/07/2023,CUST495,Male,24,Beauty,2,30,60,No,Entertainment
496,14/12/2023,CUST496,Male,23,Clothing,2,300,600,Yes,Healthcare
497,02/10/2023,CUST497,Male,41,Clothing,4,30,120,No,Healthcare
498,19/06/2023,CUST498,Female,50,Clothing,4,25,100,No,Marketing
499,15/01/2023,CUST499,Male,46,Beauty,2,30,60,Yes,Doctor
500,01/03/2023,CUST500,Female,60,Beauty,4,25,100,Yes,Doctor
501,14/05/2023,CUST501,Male,39,Electronics,2,30,60,No,Healthcare
502,02/04/2023,CUST502,Male,43,Electronics,3,50,150,Yes,Entertainment
503,25/10/2023,CUST503,Male,45,Beauty,4,500,2000,Yes,Healthcare
504,16/05/2023,CUST504,Female,38,Beauty,3,50,150,Yes,Lawyer
505,20/01/2023,CUST505,Male,24,Beauty,1,50,50,Yes,Entertainment
506,25/02/2023,CUST506,Male,34,Beauty,3,500,1500,Yes,Lawyer
507,02/11/2023,CUST507,,37,Electronics,3,500,1500,Yes,Lawyer
508,11/08/2023,CUST508,Male,58,Beauty,2,300,600,No,Doctor
509,26/06/2023,CUST509,Female,37,Electronics,3,300,900,No,
510,10/06/2023,CUST510,Female,39,Beauty,4,50,200,Yes,
511,12/08/2023,CUST511,Male,45,Beauty,2,50,100,No,Entertainment
512,07/11/2023,CUST512,Female,57,Beauty,1,25,25,No,Healthcare
513,19/09/2023,CUST513,Male,24,Electronics,4,25,100,Yes,Artist
514,01/03/2023,CUST514,Female,18,Electronics,1,300,300,Yes,Lawyer
515,17/07/2023,CUST515,Female,49,Clothing,3,300,900,,Lawyer
516,23/10/2023,CUST516,Male,30,Beauty,4,25,100,No,Doctor
517,08/04/2023,CUST517,Female,47,Clothing,4,25,100,Yes,Entertainment
518,11/05/2023,CUST518,Female,40,Clothing,1,30,30,No,Homemaker
519,23/01/2023,CUST519,Female,36,Electronics,4,30,120,Yes,Artist
520,29/12/2023,CUST520,Female,49,Electronics,4,25,100,Yes,Marketing
521,12/08/2023,CUST521,Female,47,Clothing,4,30,120,Yes,Marketing
522,01/01/2023,CUST522,,46,Beauty,3,500,1500,,Entertainment
523,24/09/2023,CUST523,Female,62,Electronics,1,300,300,No,Homemaker
524,03/10/2023,CUST524,Male,46,Beauty,4,300,1200,Yes,Doctor
525,18/12/2023,CUST525,Female,47,Beauty,2,25,50,No,Doctor
526,10/12/2023,CUST526,Male,33,Clothing,2,50,100,No,Homemaker
527,11/04/2023,CUST527,Male,57,Clothing,2,25,50,Yes,Homemaker
528,06/07/2023,CUST528,Female,36,Clothing,2,30,60,No,Homemaker
529,09/08/2023,CUST529,Female,35,Clothing,3,50,150,Yes,Artist
530,05/02/2023,CUST530,Female,18,Electronics,4,30,120,Yes,Engineer
531,07/12/2023,CUST531,Male,31,Electronics,1,500,500,No,Engineer
532,19/06/2023,CUST532,Female,64,Clothing,4,30,120,Yes,Artist
533,16/11/2023,CUST533,Male,19,Electronics,3,500,1500,Yes,Entertainment
534,10/06/2023,CUST534,Male,45,Clothing,2,500,1000,Yes,Lawyer
535,06/12/2023,CUST535,Male,47,Beauty,3,30,90,Yes,Artist
536,05/03/2023,CUST536,Female,55,Beauty,4,30,120,No,Entertainment
537,03/06/2023,CUST537,Female,21,Beauty,1,500,500,Yes,Artist
538,17/09/2023,CUST538,Male,18,Clothing,3,50,150,No,Executive
539,08/06/2023,CUST539,Male,25,Beauty,1,500,500,Yes,Entertainment
540,08/12/2023,CUST540,,46,Electronics,3,300,900,Yes,Marketing
541,29/07/2023,CUST541,Male,56,Beauty,1,500,500,Yes,Entertainment
542,17/06/2023,CUST542,Female,20,Beauty,1,50,50,No,Engineer
543,26/07/2023,CUST543,Male,49,Beauty,2,300,600,Yes,Artist
544,23/12/2023,CUST544,Female,27,Electronics,1,25,25,Yes,Artist
545,01/06/2023,CUST545,Male,27,Clothing,2,25,50,No,Marketing
546,11/10/2023,CUST546,Female,36,Electronics,4,50,200,Yes,Artist
547,07/03/2023,CUST547,Male,63,Clothing,4,500,2000,No,Lawyer
548,09/04/2023,CUST548,Female,51,Clothing,2,30,60,Yes,Healthcare
549,04/08/2023,CUST549,Female,50,Beauty,2,50,100,Yes,Lawyer
550,07/12/2023,CUST550,Male,40,Clothing,3,300,900,Yes,Healthcare
551,14/07/2023,CUST551,Male,45,Electronics,3,300,900,Yes,Executive
552,13/12/2023,CUST552,Female,49,Electronics,3,25,75,Yes,Homemaker
553,31/03/2023,CUST553,Male,24,Clothing,4,300,1200,No,Lawyer
554,12/11/2023,CUST554,Female,46,Beauty,3,50,150,Yes,Lawyer
555,19/10/2023,CUST555,,25,Beauty,1,300,300,No,Engineer
556,04/06/2023,CUST556,Female,18,Electronics,1,50,50,No,Lawyer
557,27/07/2023,CUST557,Female,20,Beauty,3,30,90,Yes,Artist
558,08/10/2023,CUST558,Female,41,Clothing,1,25,25,Yes,Artist
559,01/01/2023,CUST559,Female,40,Clothing,4,300,1200,Yes,Doctor
560,05/06/2023,CUST560,Female,25,Electronics,1,50,50,No,Entertainment
561,27/05/2023,CUST561,Female,64,Clothing,4,500,2000,No,Entertainment
562,18/04/2023,CUST562,Male,54,Electronics,2,25,50,No,Healthcare
563,09/08/2023,CUST563,Male,20,Clothing,2,30,60,Yes,Artist
564,24/10/2023,CUST564,Male,50,Electronics,2,50,100,Yes,Artist
565,07/11/2023,CUST565,Female,45,Beauty,2,30,60,Yes,Lawyer
566,02/12/2023,CUST566,Female,64,Clothing,1,30,30,Yes,Healthcare
567,14/06/2023,CUST567,,25,Clothing,3,300,900,No,Marketing
568,27/08/2023,CUST568,Female,51,Electronics,1,300,300,Yes,Artist
569,15/08/2023,CUST569,Male,52,Electronics,4,50,200,No,Doctor
570,15/08/2023,CUST570,Male,49,Clothing,1,500,500,Yes,Artist
571,12/12/2023,CUST571,Female,41,Electronics,1,50,50,No,Entertainment
572,20/04/2023,CUST572,Male,31,Clothing,4,500,2000,Yes,Entertainment
573,19/09/2023,CUST573,Male,49,Beauty,2,30,60,Yes,Artist
574,31/08/2023,CUST574,Female,63,Electronics,2,25,50,No,Healthcare
575,28/03/2023,CUST575,Male,60,Clothing,2,50,100,Yes,Doctor
576,04/12/2023,CUST576,Female,33,Beauty,3,50,150,Yes,Healthcare
577,13/02/2023,CUST577,Male,21,Beauty,4,500,2000,,Healthcare
578,26/05/2023,CUST578,Female,54,Clothing,4,30,120,Yes,Artist
579,21/09/2023,CUST579,Female,38,Electronics,1,30,30,No,Artist
580,06/12/2023,CUST580,Female,31,Clothing,3,500,1500,,Entertainment
581,21/11/2023,CUST581,Female,48,Beauty,2,30,60,No,Healthcare
582,14/11/2023,CUST582,,35,Clothing,3,300,900,No,Homemaker
583,21/06/2023,CUST583,Female,24,Electronics,4,25,100,No,
584,17/02/2023,CUST584,Female,27,Beauty,4,50,200,,Healthcare
585,01/05/2023,CUST585,Female,24,Clothing,1,25,25,No,Artist
586,11/12/2023,CUST586,Male,50,Electronics,1,50,50,Yes,Entertainment
587,08/06/2023,CUST587,Female,40,Beauty,4,300,1200,No,Doctor
588,26/04/2023,CUST588,Male,38,Electronics,2,30,60,Yes,Executive
589,12/04/2023,CUST589,Female,36,Beauty,2,500,1000,Yes,Artist
590,17/03/2023,CUST590,Male,36,Clothing,3,300,900,Yes,Lawyer
591,13/01/2023,CUST591,Male,53,Electronics,4,25,100,No,
592,24/01/2023,CUST592,Female,46,Beauty,4,500,2000,Yes,Artist
593,06/05/2023,CUST593,Male,35,Electronics,2,30,60,No,Doctor
594,01/09/2023,CUST594,Female,19,Electronics,2,300,600,Yes,Artist
595,09/11/2023,CUST595,Female,18,Clothing,4,500,2000,No,Doctor
596,07/02/2023,CUST596,Female,64,Electronics,1,300,300,Yes,Lawyer
597,22/08/2023,CUST597,Male,22,Beauty,4,300,1200,No,Engineer
598,01/08/2023,CUST598,Male,37,Beauty,4,30,120,No,
599,19/11/2023,CUST599,Female,28,Beauty,2,50,100,,Healthcare
600,22/10/2023,CUST600,Female,59,Beauty,2,500,1000,Yes,Executive
601,10/04/2023,CUST601,Male,19,Clothing,1,30,30,Yes,Artist
602,23/12/2023,CUST602,Female,20,Electronics,1,300,300,No,Doctor
603,16/07/2023,CUST603,Female,40,Clothing,3,30,90,,Lawyer
604,11/09/2023,CUST604,Female,29,Electronics,4,50,200,No,Healthcare
605,24/07/2023,CUST605,Male,37,Electronics,2,500,1000,Yes,Executive
606,05/05/2023,CUST606,Male,22,Electronics,1,50,50,No,Lawyer
607,17/03/2023,CUST607,Male,54,Clothing,3,25,75,No,Marketing
608,02/12/2023,CUST608,Female,55,Electronics,3,500,1500,Yes,Entertainment
609,19/12/2023,CUST609,Female,47,Clothing,2,50,100,Yes,
610,03/01/2023,CUST610,Female,26,Beauty,2,300,600,No,Healthcare
611,24/02/2023,CUST611,Male,51,Beauty,3,500,1500,,Healthcare
612,06/08/2023,CUST612,Female,61,Electronics,1,500,500,Yes,Artist
613,23/04/2023,CUST613,Female,52,Clothing,3,30,90,Yes,Engineer
614,01/04/2023,CUST614,Female,39,Beauty,4,300,1200,No,Marketing
615,23/12/2023,CUST615,Female,61,Clothing,4,25,100,,Artist
616,23/09/2023,CUST616,Male,41,Clothing,2,50,100,Yes,Entertainment
617,26/08/2023,CUST617,Male,34,Electronics,1,30,30,No,Healthcare
618,26/01/2023,CUST618,Female,27,Beauty,1,50,50,Yes,
619,13/10/2023,CUST619,Male,47,Electronics,4,25,100,No,Lawyer
620,08/05/2023,CUST620,Male,63,Electronics,3,25,75,,Lawyer
621,04/03/2023,CUST621,Female,40,Beauty,2,500,1000,No,Healthcare
622,22/08/2023,CUST622,Female,49,Beauty,3,25,75,No,Entertainment
623,10/03/2023,CUST623,Male,34,Clothing,3,50,150,No,
624,26/08/2023,CUST624,Female,34,Beauty,3,300,900,Yes,Healthcare
625,08/12/2023,CUST625,Male,31,Clothing,1,300,300,Yes,
626,29/09/2023,CUST626,Female,26,Clothing,4,500,2000,,Lawyer
627,14/10/2023,CUST627,Male,57,Clothing,1,50,50,No,Healthcare
628,01/11/2023,CUST628,Female,19,Beauty,4,50,200,No,Healthcare
629,12/06/2023,CUST629,Male,62,Electronics,2,25,50,No,Healthcare
630,15/08/2023,CUST630,Male,42,Clothing,2,50,100,Yes,Doctor
631,10/11/2023,CUST631,Male,56,Electronics,3,30,90,Yes,
632,16/09/2023,CUST632,Female,26,Electronics,4,25,100,,Executive
633,07/08/2023,CUST633,Male,39,Beauty,4,30,120,No,Lawyer
634,08/10/2023,CUST634,Male,60,Electronics,4,500,2000,Yes,Executive
635,17/08/2023,CUST635,Female,63,Electronics,3,300,900,,Executive
636,23/03/2023,CUST636,Female,21,Beauty,3,500,1500,No,Engineer
637,01/09/2023,CUST637,Male,43,Clothing,2,300,600,No,
638,19/08/2023,CUST638,Male,46,Electronics,1,500,500,,Healthcare
639,13/05/2023,CUST639,Female,62,Beauty,4,50,200,No,Engineer
640,07/05/2023,CUST640,Female,51,Electronics,4,30,120,Yes,Artist
641,23/11/2023,CUST641,Female,40,Electronics,1,300,300,No,Artist
642,22/05/2023,CUST642,Female,54,Clothing,4,25,100,Yes,Doctor
643,24/09/2023,CUST643,Female,28,Electronics,3,30,90,Yes,Artist
644,06/09/2023,CUST644,Male,23,Beauty,3,25,75,No,Executive
645,17/11/2023,CUST645,Female,35,Electronics,4,30,120,Yes,Healthcare
646,03/05/2023,CUST646,Male,38,Clothing,3,30,90,,
647,21/05/2023,CUST647,Male,59,Clothing,3,500,1500,No,Doctor
648,14/08/2023,CUST648,Male,53,Beauty,4,300,1200,,Healthcare
649,09/02/2023,CUST649,Female,58,Clothing,2,300,600,No,Healthcare
650,01/01/2024,CUST650,Male,55,Electronics,1,30,30,No,Healthcare
651,27/05/2023,CUST651,Male,51,Clothing,3,50,150,Yes,Entertainment
652,01/05/2023,CUST652,Female,34,Beauty,2,50,100,Yes,Artist
653,20/05/2023,CUST653,Male,54,Clothing,3,25,75,Yes,Entertainment
654,21/06/2023,CUST654,Male,42,Clothing,3,25,75,No,Homemaker
655,13/06/2023,CUST655,Female,55,Clothing,1,500,500,,Homemaker
656,04/10/2023,CUST656,Male,29,Beauty,3,30,90,Yes,Entertainment
657,11/02/2023,CUST657,Male,40,Clothing,1,25,25,No,Marketing
658,12/03/2023,CUST658,Male,59,Clothing,1,25,25,No,
659,19/03/2023,CUST659,Female,39,Electronics,1,30,30,No,Engineer
660,29/04/2023,CUST660,Female,38,Beauty,2,500,1000,Yes,Entertainment
661,16/07/2023,CUST661,Female,44,Clothing,4,25,100,No,Marketing
662,22/12/2023,CUST662,Male,48,Beauty,2,500,1000,,Executive
663,20/03/2023,CUST663,Male,23,Clothing,4,300,1200,No,Entertainment
664,28/12/2023,CUST664,Female,44,Clothing,4,500,2000,No,
665,20/04/2023,CUST665,Male,57,Clothing,1,50,50,,Healthcare
